"Class","I0","PA500","HFS","DA","Area","A/DA","Max IP","DR","P"
"car","524.7940719572","0.18744836166419","0.032114058236696","228.80022788433","6843.5984811891","29.910802731581","60.204879760742","220.73721200517","556.82833418104"
"car","330","0.22689280275926","0.26529004630314","121.15420067085","3163.2394719946","26.109201781526","69.717361450195","99.08496400029","400.22577598267"
"car","551.87928739848","0.23247785636564","0.063529984772594","264.80493542995","11888.391826914","44.894902761579","77.793296813965","253.78529977812","656.76944940246"
"car","380","0.24085543677522","0.28623399732707","137.64011085526","5402.1711804018","39.248523899276","88.758445739746","105.1985680477","493.70181350244"
"car","362.83126590998","0.20071286397935","0.24434609527921","124.91255936925","3290.4624462766","26.342126547498","69.389389038086","103.86655188188","424.79650338682"
"car","389.87297770952","0.15009831567151","0.097738438111682","118.62581427057","2475.5570776229","20.868620315444","49.757148742676","107.68616416141","429.38578786035"
"car","290.45514115321","0.14416419621473","0.053058009260627","74.63506664406","1189.5452129019","15.938154360803","35.703330993652","65.541324460859","330.2672928957"
"car","275.67739336012","0.1539380400259","0.18779742751459","91.527893339294","1756.2348373883","19.187973996931","39.305183410645","82.65868215285","331.58830166733"
"car","470","0.21310470166851","0.22549653935767","184.59005657666","8185.3608372261","44.343454837323","84.482482910156","164.12251073082","603.31571507859"
"car","423","0.21956241990089","0.26179938779915","172.37124102296","6108.1062965247","35.435762139178","79.056350708008","153.17290287446","558.27451532805"
"car","410","0.31782445678817","0.29740410453983","255.81517907649","10622.547110129","41.524303399341","67.523208618164","246.74282554383","508.54035601686"
"car","500","0.22724186860966","0.050963614158234","219.29550228032","9819.4496142339","44.777250386476","76.868499755859","207.26664042038","602.52784062672"
"car","438.78015722961","0.21240656996771","0.060737457969403","120.90159641263","4879.4955758694","40.359231975863","80.791778564453","89.943786419063","525.42014943508"
"car","366.94237909845","0.28012534494509","0.25202554398798","172.7455537387","7064.8159090557","40.89723733059","75.60432434082","155.3222849252","471.58819537979"
"car","485.66880545435","0.23020892833805","0.13404128655316","253.89369860726","8135.968359074","32.044782535778","64.855445861816","245.47053064369","541.36397505698"
"car","390","0.35831609543444","0.20385445663294","245.68610306625","10055.83687254","40.929612001003","70.324783325195","236.49016966651","477.54835996049"
"car","269.49594629178","0.20751964806213","0.038397243543875","80.411085481767","1963.6052480989","24.419583896106","44.740154266357","66.838309317373","329.09064707664"
"car","300","0.19006635554218","0.16685347649066","97.108129511087","3039.5613030204","31.300791378886","51.353973388672","82.41819202857","387.07822753991"
"car","325","0.22462387473167","0.28693212902787","229.21586339233","5705.3320895085","24.890651131519","35.602714538574","227.26479373953","462.70300693388"
"car","294.47484561956","0.20664698343613","0.46774823953448","194.87103534792","5541.2561262519","28.43550410844","36.765796661377","191.80489046962","445.51329936623"
"car","500","0.19268434942017","0.19477874452257","144.68857791462","3055.0129631204","21.114403135009","96.563369750977","107.75110297895","542.89708889202"
"fad","211","0.053930673886625","0.094247779607694","30.753443458269","151.98457755532","4.9420344671827","14.268374443054","27.24312366005","217.1307040276"
"fad","196.85671417896","0.020071286397935","0.090757121103705","28.593126134661","82.058888529178","2.8698816681575","7.9687833786011","27.661515953143","200.74933643466"
"fad","245","0.18901915799099","0.081681408993335","62.902955092284","1235.9833558899","19.649050733413","42.152015686035","46.690355427228","292.37623844634"
"fad","352.65644677825","0.1219985147144","0.090757121103705","68.527846386675","1066.1578463393","15.558023527011","43.691925048828","52.792816670197","382.73318653545"
"fad","243.29397573587","0.03996803987067","0.067020643276582","68.544777718407","383.92845304262","5.6011335337589","9.9913482666016","67.816655718713","263.64076130804"
"fad","259.88514504075","0.07068583470577","0.0069813170079773","58.243807276028","465.08726503863","7.985179657547","17.506837844849","56.340240790348","267.51744602835"
"fad","250","0.068067840827779","-0.01535889741755","57.172431162273","652.90134936908","11.419863316918","17.77698135376","55.79126957001","278.30861515872"
"fad","200","0.037699111843078","0.11728612573402","42.316675287496","220.81090664598","5.21805896011","10.675764083862","40.947882268468","218.03431309069"
"fad","355","0.064053583548192","0.084473935796526","89.558463454672","1033.8542450686","11.543903336304","27.562662124634","86.576561093467","372.03995659846"
"fad","272","0.091455252804503","0.004886921905584","63.789380312192","718.94631019803","11.270626970813","20.085556030273","60.690729118775","286.920220324"
"fad","341.62001310825","0.091978851580101","0.07400196028456","85.043028555804","1370.8380678239","16.119346771904","29.028968811035","79.935196806982","385.13345984227"
"fad","160.3224525104","0.17697638615223","0.16336281798667","37.217124000508","341.88146223626","9.1861333033579","30.889163970947","20.759910398038","187.56651824312"
"fad","301.30439922908","0.10978120995044","0.035604716740684","64.616199926086","942.77319063382","14.590353374421","29.045677185059","57.72003043547","335.7684587866"
"fad","155","0.17278759594744","0.11868238913561","38.940168405952","415.11160102348","10.660241545335","25.836502075195","29.13437617898","184.81704093677"
"fad","144","0.12060225131281","0.04607669225265","19.647669522936","70.426238806735","3.5844576235631","18.131013870239","7.5694931169531","160.37377029283"
"mas","178","0.17086773377024","0.21293016874331","41.542166758482","489.44052047633","11.781776413393","35.74779510498","21.162393311768","215.90593417148"
"mas","195","0.13910274138395","0.20525072003453","37.462195623139","328.38405161899","8.7657449371751","35.023826599121","13.294650258734","232.58762767331"
"mas","435.09316664805","0.07696902001295","0.16126842288428","123.59753758889","1342.2776475808","10.860067876478","37.38472366333","117.80803793316","433.20232214344"
"mas","250","0.047123889803847","0.013962634015955","70.907040020696","224.14578734212","3.1611217627572","9.1021757125854","70.320400448993","232.27762881853"
"mas","339.50854760958","0.045378560551853","0.030019663134302","88.629809426225","331.08039043765","3.7355421678216","19.825580596924","87.621180435363","307.79319366316"
"mas","236","0.1246165085924","0.20176006153054","48.451129628536","236.88011146106","4.8890523972747","36.006622314453","32.41967025907","244.96515456017"
"mas","481.46714933221","0.078539816339745","0.016057029118348","79.059161556453","1154.3382385593","14.60094207722","33.929130554199","71.408439192026","501.89335758437"
"mas","252","0.10611601852126","0.031415926535898","38.544209527123","493.79042291542","12.811014390318","25.541145324707","28.867039658871","280.65829935001"
"mas","172.5157972533","0.12723450247039","0.038397243543875","37.543673224443","192.21814788545","5.1198545953756","19.322080612183","32.189820810493","174.93376995384"
"mas","121","0.17418385934903","0.090757121103705","24.437180408113","144.46651320322","5.9117504880086","22.02108001709","10.594708207846","141.76618489387"
"mas","196.36486432271","0.18291050560901","0.14241886696274","54.58308027703","843.26252748546","15.44915609756","34.1494140625","42.580865346464","239.94407278503"
"mas","370.39572469093","0.10471975511966","0","115.92325311566","1308.1204304417","11.284366123995","31.367031097412","112.71510160101","365.97765126177"
"mas","260.27752102548","0.079063415115343","0.032812189937493","58.817611407738","277.2590342852","4.7138778275638","17.868669509888","56.037684022714","248.62341224077"
"mas","544.65434947291","0.063704517697793","0.0020943951023932","100.78808024933","1189.290233286","11.799909576053","29.412221908569","96.580149981286","553.35820987674"
"mas","310","0.17470745812463","0.16545721308906","98.509961422876","2741.0320443757","27.824922523411","49.327861785889","85.270009837962","388.97780836034"
"mas","274.99339586001","0.14713125594312","0.13753194505715","66.457943041745","1217.4156510031","18.318587595141","40.849678039551","52.421007729649","327.55863870408"
"mas","281.32326290768","0.23230332344045","0.43772857640018","157.88418118674","5305.1232060811","33.601359972894","46.384334564209","150.91689173585","398.89554884238"
"mas","327","0.14102260356114","0.084473935796525","76.212868127729","1664.6740761276","21.84242788682","43.221691131592","62.771702856658","379.26183862496"
"gla","470.5164201366","0.12740903539559","0.066322511575785","150.22402227826","2657.9103674885","17.692978307858","47.56063079834","142.49646797522","491.47248846514"
"gla","223","0.1240929098168","0.079587013890942","33.096334978081","197.01254052914","5.9526996164264","30.454874038696","12.956389661393","252.48334783646"
"gla","152","0.16580627893946","0.22759093446006","34.21955040386","94.354327957964","2.7573222571423","31.279277801514","13.877477729744","180.60955331862"
"gla","303","0.063355451847394","0.039793506945471","22.567892704764","102.50030898967","4.541864423524","21.830841064453","5.7205006289336","321.64683736205"
"gla","250","0.087091929674517","0.092851516206098","29.637510285628","180.7612437575","6.0990697941709","26.142097473145","13.963263231861","280.12290642627"
"gla","197","0.13264502315157","0.07400196028456","33.460652967602","409.64714127144","12.2426523376","26.992807388306","19.773813190402","231.78378761425"
"gla","197","0.13264502315157","0.07400196028456","33.460652967602","409.64714127144","12.2426523376","26.992807388306","19.773813190402","231.78378761425"
"gla","216.41325729419","0.11780972450962","0.068416906678178","53.599600020862","280.44548647349","5.232230956282","22.790534973145","48.512974014647","215.37292006943"
"gla","178","0.14957471689591","0.099134701513278","40.290620975688","474.40469929956","11.774569063749","25.920827865601","30.845499265749","209.18073791307"
"gla","185","0.14974924982111","0.085172067497323","39.891409224526","361.74798031603","9.0683178997252","26.860761642456","29.49277954032","210.17871881993"
"gla","391","0.058119464091411","0.011170107212764","35.780061343638","265.14978963213","7.4105459765868","22.131471633911","28.114244488177","400.99481782557"
"gla","502","0.065275314024588","0.027925268031909","53.239432993172","834.27273054455","15.670203149075","33.331142425537","41.514722236488","544.03941447133"
"gla","176","0.089884456477708","0.07679448708775","20.588524106802","79.70542458314","3.8713520293961","18.226491928101","9.5750878548193","191.99287851175"
"gla","145","0.11763519158442","0.11030480872604","21.218942128802","82.45556156476","3.8859412059396","20.303081512451","6.1667151898809","162.51092721719"
"gla","124.12872823541","0.13194689145077","0.10890854532445","20.592632944256","78.342793837809","3.8044087926921","18.462398529053","9.1212056109318","134.89269698286"
"gla","103","0.15812683023069","0.29181905093345","23.754811343994","78.258473724903","3.2944262360849","22.323602676392","8.1208260290717","124.97856100532"
"con","1724.0898944487","0.052708943410229","-0.020943951023932","404.12620831884","3053.9668898369","7.5569632134014","71.427589416504","399.19424408271","1489.3867124079"
"con","1385.6647213356","0.0923279174305","0.08936085770211","202.48004371699","8785.0287327512","43.38713372183","143.09219360352","143.25778001879","1524.6092039901"
"con","1084.2470372215","0.073478361508961","0","191.89795323267","2937.9715445225","15.310072332873","66.563629150391","179.98363134966","1064.1038276399"
"con","649.36939734786","0.10751228192285","0.018849555921539","207.11169143365","3344.432677502","16.147966608507","50.547470092773","200.84871446498","623.90881411116"
"con","1500","0.056548667764616","0.050265482457437","375.09660328729","4759.4545463877","12.688610093178","78.445976257324","366.80197789922","1336.1585337698"
"con","770","0.041628330367179","0.0024345501243358","175.01968434117","346.0913114677","1.9774422104033","25.222330093384","173.19273656291","654.79841876609"
"con","650","0.041015237421867","0.14521139376593","216.81133044427","427.5340678903","1.9719175516069","33.765163421631","214.1659795454","528.69923325106"
"con","691.97203142847","0.026005405854716","0.086568330898919","190.67669189868","304.27071813128","1.5957415408327","23.975717544556","189.16333090243","594.31562555525"
"con","1461.7503424331","0.040840704496667","0.049567350756639","391.8460234008","5574.0028199661","14.224982485696","57.231479644775","387.64399085826","1428.8399755134"
"con","1496.7360544463","0.10384709049366","0.082379540694132","640.27595039825","11071.997797666","17.292540490986","108.28691864014","631.05248210804","1178.274277509"
"con","1111.8140678206","0.098785635662879","0.071209433481369","386.98709372422","7659.7421335884","19.793275429095","86.025123596191","377.30450418637","990.97891344196"
"con","1270.6667173341","0.078888882190144","0.065624379874987","555.35231815094","3612.9683325108","6.5057229697723","68.781669616699","551.07647340229","895.18744061089"
"con","1647.9398111586","0.080983277292537","0.086568330898919","576.77037636851","11852.485063426","20.549746569947","111.43591308594","565.90291041833","1402.8777374758"
"con","1535.8507395877","0.088488193076113","0.0041887902047862","637.34967437139","10814.050168308","16.967216903301","96.610397338867","632.16511515782","1197.7621500369"
"adi","2100","0.061959188445799","-0.045378560551853","390.48250674412","16640.723619344","42.615797972863","125.90041351318","380.64470344599","2073.0286853636"
"adi","1800","0.034208453339089","0.042586033748662","301.06035089887","4406.1543313109","14.635452055229","67.625328063965","293.36692010649","1742.3757016886"
"adi","2100","0.121649448864","0.37768925013157","450.55166681629","35671.606286703","79.173175717599","436.09963989258","113.19857011213","2461.4504966686"
"adi","1666.1487855641","0.01239183768916","0.058451473742309","72.931050294281","1402.2316649584","19.226812987065","51.854766845703","58.595762950961","1746.5775035735"
"adi","1700","0.043982297150257","0.10512680136933","120.65300963627","12331.103094374","102.20302942752","120.29731750488","-9.2576964639327","2212.1781964656"
"adi","1949.1181546753","0.051798310545182","0.016500688962586","170.33149485282","3212.0770546743","18.857798773209","101.45584869385","136.81932859248","1941.3673831863"
"adi","1850","0.0791491625314","0.069470180415546","253.62145506064","13113.203094839","51.703839849448","160.06546020508","196.73049796407","1916.9853650897"
"adi","2350","0.081506876068135","0.27157323161032","515.28947710246","27758.640261094","53.869992488851","289.5690612793","426.23115991756","2457.6767356259"
"adi","1800","0.091978851580101","0.20525072003453","362.86332129912","15021.553888329","41.397278276979","217.83396911621","290.20364029006","1893.6637123933"
"adi","1900","0.054454272662223","0.11379546723003","272.61802887049","7481.5934698544","27.443502180879","138.35926818848","234.89849580664","1924.5178953496"
"adi","1800","0.069115038378975","0.15707963267949","385.56470434899","13831.724888771","35.873939530137","157.57000732422","351.8974774277","1823.0323641657"
"adi","1850","0.073303828583762","0.22549653935767","325.19154226419","8644.9842366383","26.584283762261","208.73997497559","249.3534862595","1908.177238665"
"adi","1650","0.047647488579445","0.043284165449459","274.42617749618","5824.8951915781","21.225727241925","81.239570617676","262.12565587732","1603.0703476207"
"adi","2800","0.08307767239493","0.1843067690106","583.25925748337","31388.652882221","53.815953162331","298.58297729492","501.03849438215","2896.5824833035"
"adi","2329.8401379049","0.066147978650585","0.35325464060365","377.25336779777","25369.039924638","67.246689069288","336.07516479492","171.38722677032","2686.4353462707"
"adi","2400","0.084124869946127","0.22060961745208","596.04195551136","37939.255570848","63.651988287132","261.34817504883","535.68940856871","2447.7723534764"
"adi","2000","0.067195176201782","0.124267442742","330.27164563135","15381.09768656","46.571051102972","169.19798278809","283.63956437701","2063.0732120677"
"adi","2000","0.10698868314725","0.10541788682046","520.22264920515","40087.920983766","77.059161197646","204.09034729004","478.51722316151","2088.6488701693"
"adi","2600","0.20053833105415","0.20804324683772","1063.4414274728","174480.47621794","164.07154330312","418.68728637695","977.55236724335","2664.5836230562"
"adi","1600","0.071907565182166","-0.066322511575785","436.94360303041","12655.342134564","28.963330843599","103.7327041626","432.12974894662","1475.3715337125"
"adi","2300","0.045029494701454","0.13683381335636","185.4460437168","5086.2924971703","27.427344338161","178.69174194336","49.59329022396","2480.592151132"
"adi","2600","0.069987703004973","0.048869219055841","745.47436919266","39845.773697533","53.450226250817","154.12260437012","729.36839504292","2545.4197444546"
